Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Var_2026-09-07;Var_2026-09-15
2026;CO;190599;D8;kg;Lombardia;NP;rifiuti non specificati altrimenti;D;0.0;0.0
2026;CO;190603;D8;kg;Lombardia;NP;liquidi prodotti dal trattamento anaerobico di rifiuti urbani;D;89980.0;0.0
2026;CO;190603;R12;kg;Lombardia;NP;liquidi prodotti dal trattamento anaerobico di rifiuti urbani;R;0.0;0.0
2026;CO;190604;D9;kg;Lombardia;NP;digestato prodotto dal trattamento anaerobico di rifiuti urbani;D;0.0;0.0
2026;CO;190604;R3;kg;Lombardia;NP;digestato prodotto dal trattamento anaerobico di rifiuti urbani;R;393660.0;112260.0
2026;CO;190606;D14;kg;Lombardia;NP;digestato prodotto dal trattamento anaerobico di rifiuti di origine animale o vegetale;D;0.0;880.0
2026;CO;190699;D14;kg;Lombardia;NP;rifiuti non specificati altrimenti;D;0.0;0.0
2026;CO;190702;D13;kg;Lombardia;P;percolato di discarica, contenente sostanze pericolose;D;0.0;0.0
2026;CO;190702;D9;kg;Lombardia;P;percolato di discarica, contenente sostanze pericolose;D;123417.0;0.0
2026;CO;190703;D8;kg;Lombardia;NP;percolato di discarica, diverso da quello di cui alla voce 19 07 02;D;4269320.0;636420.0
2026;CO;190801;D14;kg;Lombardia;NP;Residui di vagliatura;D;0.0;0.0
2026;CO;190801;D8;kg;Lombardia;NP;Residui di vagliatura;D;0.0;0.0
2026;CO;190801;D9;kg;Lombardia;NP;Residui di vagliatura;D;0.0;0.0
2026;CO;190801;R12;kg;Lombardia;NP;Residui di vagliatura;R;2040.0;0.0
2026;CO;190802;D8;kg;Lombardia;NP;rifiuti da dissabbiamento;D;51810.0;8210.0
2026;CO;190802;D9;kg;Lombardia;NP;rifiuti da dissabbiamento;D;0.0;0.0
2026;CO;190802;R5;kg;Lombardia;NP;rifiuti da dissabbiamento;R;477460.0;104060.0
2026;CO;190805;D8;kg;Lombardia;NP;fanghi prodotti dal trattamento delle acque reflue urbane;D;181235.0;166600.0
2026;CO;190805;R12;kg;Lombardia;NP;fanghi prodotti dal trattamento delle acque reflue urbane;R;0.0;0.0
2026;CO;190806;R12;kg;Lombardia;P;resine a scambio ionico saturate o esaurite;R;592.0;0.0
2026;CO;190806;R13;kg;Lombardia;P;resine a scambio ionico saturate o esaurite;R;0.0;0.0
2026;CO;190807;D13;kg;Lombardia;P;soluzioni e fanghi di rigenerazione degli scambiatori di ioni;D;0.0;0.0
2026;CO;190809;D8;kg;Lombardia;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;D;28620.0;0.0
2026;CO;190809;D9;kg;Lombardia;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;D;42840.0;0.0
2026;CO;190809;R12;kg;Lombardia;NP;miscele di oli e grassi prodotte dalla separazione olio/acqua, contenenti esclusivamente oli e grassi commestibili;R;0.0;0.0
2026;CO;190810;R12;kg;Lombardia;P;miscele di oli e grassi prodotte dalla separazione olio/acqua, diverse da quelle di cui alla voce 19 08 09;R;0.0;0.0
2026;CO;190812;D14;kg;Lombardia;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;D;0.0;0.0
2026;CO;190812;D9;kg;Lombardia;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;D;236740.0;81500.0
2026;CO;190812;R12;kg;Lombardia;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;R;0.0;0.0
2026;CO;190812;R3;kg;Lombardia;NP;fanghi prodotti dal trattamento biologico di acque reflue industriali, diversi da quelli di cui alla voce 19 08 11;R;150500.0;45980.0
2026;CO;190813;D13;kg;Lombardia;P;fanghi contenenti sostanze pericolose prodotti da altri trattamenti di acque reflue industriali;D;53460.0;0.0
2026;CO;190814;D14;kg;Lombardia;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;D;0.0;0.0
2026;CO;190814;D9;kg;Lombardia;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;D;371340.0;70940.0
2026;CO;190814;R12;kg;Lombardia;NP;fanghi prodotti da altri trattamenti di acque reflue industriali, diversi da quelli di cui alla voce 19 08 13;R;0.0;0.0
2026;CO;190899;D8;kg;Lombardia;NP;rifiuti non specificati altrimenti;D;699500.0;207300.0
2026;CO;190899;D9;kg;Lombardia;NP;rifiuti non specificati altrimenti;D;427721.0;0.0
2026;CO;190901;D14;kg;Lombardia;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;D;0.0;0.0
2026;CO;190901;D9;kg;Lombardia;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;D;0.0;0.0
2026;CO;190901;R12;kg;Lombardia;NP;rifiuti solidi prodotti dai processi di filtrazione e vaglio primari;R;1890.0;0.0
2026;CO;190902;D9;kg;Lombardia;NP;fanghi prodotti dai processi di chiarificazione dell'acqua;D;0.0;0.0
2026;CO;190904;D14;kg;Lombardia;NP;carbone attivo esaurito;D;0.0;0.0
2026;CO;190904;D9;kg;Lombardia;NP;carbone attivo esaurito;D;0.0;0.0
2026;CO;190904;R12;kg;Lombardia;NP;carbone attivo esaurito;R;1490.0;0.0
2026;CO;190904;R5;kg;Lombardia;NP;carbone attivo esaurito;R;0.0;0.0
2026;CO;190905;D14;kg;Lombardia;NP;resine a scambio ionico saturate o esaurite;D;0.0;0.0
2026;CO;190905;D9;kg;Lombardia;NP;resine a scambio ionico saturate o esaurite;D;0.0;0.0
2026;CO;190905;R12;kg;Lombardia;NP;resine a scambio ionico saturate o esaurite;R;8872.0;0.0
2026;CO;190906;D13;kg;Lombardia;NP;soluzioni e fanghi di rigenerazione delle resine a scambio ionico;D;0.0;0.0
2026;CO;190906;D14;kg;Lombardia;NP;soluzioni e fanghi di rigenerazione delle resine a scambio ionico;D;0.0;0.0
2026;CO;191001;;kg;Lombardia;NP;rifiuti di ferro e acciaio;;4173.0;0.0
2026;CO;191001;R12;kg;Lombardia;NP;rifiuti di ferro e acciaio;R;56760.0;0.0
2026;CO;191001;R4;kg;Lombardia;NP;rifiuti di ferro e acciaio;R;0.0;0.0
2026;CO;191002;;kg;Lombardia;NP;rifiuti di metalli non ferrosi;;0.0;0.0
2026;CO;191005;R4;kg;Lombardia;P;altre frazioni, contenenti sostanze pericolose;R;0.0;0.0
2026;CO;191201;R12;kg;Lombardia;NP;carta e cartone;R;0.0;0.0
2026;CO;191201;R3;kg;Lombardia;NP;carta e cartone;R;84390.0;0.0
2026;CO;191202;D14;kg;Lombardia;NP;metalli ferrosi;D;0.0;0.0
2026;CO;191202;D9;kg;Lombardia;NP;metalli ferrosi;D;20080.0;0.0
2026;CO;191202;R12;kg;Lombardia;NP;metalli ferrosi;R;352944.0;0.0
2026;CO;191202;R13;kg;Lombardia;NP;metalli ferrosi;R;15750.0;0.0
2026;CO;191202;R4;kg;Lombardia;NP;metalli ferrosi;R;567050.0;187980.0
2026;CO;191203;R12;kg;Lombardia;NP;metalli non ferrosi;R;19777.0;0.0
2026;CO;191203;R4;kg;Lombardia;NP;metalli non ferrosi;R;83489.0;0.0
2026;CO;191204;;kg;Lombardia;NP;plastica e gomma;;2886.0;0.0
2026;CO;191204;D14;kg;Lombardia;NP;plastica e gomma;D;30750.0;0.0
2026;CO;191204;D9;kg;Lombardia;NP;plastica e gomma;D;4500.0;0.0
2026;CO;191204;R12;kg;Lombardia;NP;plastica e gomma;R;822264.0;60720.0
2026;CO;191204;R13;kg;Lombardia;NP;plastica e gomma;R;0.0;0.0
2026;CO;191204;R3;kg;Lombardia;NP;plastica e gomma;R;2160051.0;0.0
2026;CO;191205;;kg;Lombardia;NP;vetro;;0.0;0.0
2026;CO;191205;R12;kg;Lombardia;NP;vetro;R;0.0;0.0
2026;CO;191207;;kg;Lombardia;NP;legno diverso da quello di cui alla voce 19 12 06;;76925.0;0.0
2026;CO;191207;R12;kg;Lombardia;NP;legno diverso da quello di cui alla voce 19 12 06;R;3934018.0;0.0
2026;CO;191207;R13;kg;Lombardia;NP;legno diverso da quello di cui alla voce 19 12 06;R;0.0;2160420.0
2026;CO;191207;R3;kg;Lombardia;NP;legno diverso da quello di cui alla voce 19 12 06;R;746500.0;216710.0
2026;CO;191208;R12;kg;Lombardia;NP;prodotti tessili;R;29800.0;15965.0
2026;CO;191208;R13;kg;Lombardia;NP;prodotti tessili;R;3125.0;0.0
2026;CO;191208;R4;kg;Lombardia;NP;prodotti tessili;R;2985.0;9315.0
2026;CO;191209;R12;kg;Lombardia;NP;minerali (ad esempio sabbia, rocce);R;12458.0;0.0
2026;CO;191209;R5;kg;Lombardia;NP;minerali (ad esempio sabbia, rocce);R;84100.0;46580.0
2026;CO;191210;;kg;Lombardia;NP;rifiuti combustibili (combustibile da rifiuti);;29286.0;0.0
2026;CO;191211;D13;kg;Lombardia;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;D;0.0;0.0
2026;CO;191211;R12;kg;Lombardia;P;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, contenenti sostanze pericolose;R;5010.0;0.0
2026;CO;191212;;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;;43262.0;0.0
2026;CO;191212;D13;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;1183340.0;175620.0
2026;CO;191212;D15;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;0.0;0.0
2026;CO;191212;D9;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;D;0.0;0.0
2026;CO;191212;R12;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;5417730.0;496435.0
2026;CO;191212;R13;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;27700.0;0.0
2026;CO;191212;R3;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;1812780.0;0.0
2026;CO;191212;R4;kg;Lombardia;NP;altri rifiuti (compresi materiali misti) prodotti dal trattamento meccanico di rifiuti, diversi da quelli di cui alla voce 19 12 11;R;2800.0;0.0
2026;CO;191308;D14;kg;Lombardia;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;D;0.0;0.0
2026;CO;191308;D8;kg;Lombardia;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;D;12049450.0;337620.0
2026;CO;191308;D9;kg;Lombardia;NP;rifiuti liquidi acquosi e rifiuti concentrati acquosi prodotti dalle operazioni di risanamento delle acque di falda, diversi da quelli di cui alla voce 19 13 07;D;0.0;0.0
2026;CO;200101;R12;kg;Lombardia;NP;carta e cartone;R;0.0;0.0
2026;CO;200101;R3;kg;Lombardia;NP;carta e cartone;R;1794600.0;269235.0
2026;CO;200102;R12;kg;Lombardia;NP;vetro;R;0.0;0.0
2026;CO;200108;D8;kg;Lombardia;NP;rifiuti biodegradabili di cucine e mense;D;0.0;0.0
2026;CO;200108;R1;kg;Lombardia;NP;rifiuti biodegradabili di cucine e mense;R;2351550.0;687730.0
2026;CO;200108;R12;kg;Lombardia;NP;rifiuti biodegradabili di cucine e mense;R;0.0;0.0
2026;CO;200110;R12;kg;Lombardia;NP;abbigliamento;R;0.0;0.0
2026;CO;200110;R3;kg;Lombardia;NP;abbigliamento;R;51940.0;0.0
2026;CO;200111;R12;kg;Lombardia;NP;prodotti tessili;R;260.0;1850.0
2026;CO;200111;R3;kg;Lombardia;NP;prodotti tessili;R;0.0;0.0
2026;CO;200114;D14;kg;Lombardia;P;acidi;D;0.0;0.0
2026;CO;200119;D14;kg;Lombardia;P;pesticidi;D;0.0;0.0
2026;CO;200121;R12;kg;Lombardia;P;tubi fluorescenti ed altri rifiuti contenenti mercurio;R;240.0;166.0
2026;CO;200125;R12;kg;Lombardia;NP;oli e grassi commestibili;R;0.0;0.0
2026;CO;200125;R9;kg;Lombardia;NP;oli e grassi commestibili;R;4470.0;1850.0
2026;CO;200127;D14;kg;Lombardia;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;D;3022.0;0.0
2026;CO;200127;R12;kg;Lombardia;P;vernici, inchiostri, adesivi e resine contenenti sostanze pericolose;R;67730.0;18235.0
2026;CO;200129;D14;kg;Lombardia;P;detergenti, contenenti sostanze pericolose;D;945.0;0.0
2026;CO;200131;D14;kg;Lombardia;P;medicinali citotossici e citostatici;D;8163.0;2033.0
2026;CO;200132;D14;kg;Lombardia;NP;medicinali diversi da quelli di cui alla voce 20 01 31;D;195.0;0.0
2026;CO;200133;R12;kg;Lombardia;P;batterie e accumulatori di cui alle voci 16 06 01, 16 06 02 e 16 06 03, nonché batterie e accumulatori non suddivisi contenenti tali batterie;R;2698.0;481.0
2026;CO;200136;R12;kg;Lombardia;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;77390.0;0.0
2026;CO;200136;R13;kg;Lombardia;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;0.0;0.0
2026;CO;200136;R4;kg;Lombardia;NP;apparecchiature elettriche ed elettroniche fuori uso, diverse da quelle di cui alle voci 20 01 21, 20 01 23 e 20 01 35;R;465420.0;108480.0
2026;CO;200138;R12;kg;Lombardia;NP;legno diverso da quello di cui alla voce 20 01 37;R;2994720.0;0.0
2026;CO;200138;R13;kg;Lombardia;NP;legno diverso da quello di cui alla voce 20 01 37;R;0.0;7074340.0
2026;CO;200138;R3;kg;Lombardia;NP;legno diverso da quello di cui alla voce 20 01 37;R;0.0;0.0
2026;CO;200139;R12;kg;Lombardia;NP;plastica;R;1180.0;0.0
2026;CO;200139;R3;kg;Lombardia;NP;plastica;R;0.0;0.0
2026;CO;200140;R12;kg;Lombardia;NP;metalli;R;28800.0;25480.0
2026;CO;200140;R4;kg;Lombardia;NP;metalli;R;183810.0;31040.0
2026;CO;200141;D13;kg;Lombardia;NP;rifiuti prodotti dalla pulizia di camini e ciminiere;D;0.0;0.0
2026;CO;200201;R12;kg;Lombardia;NP;rifiuti biodegradabili;R;5720.0;0.0
2026;CO;200201;R3;kg;Lombardia;NP;rifiuti biodegradabili;R;5405370.0;1920830.0
2026;CO;200301;R12;kg;Lombardia;NP;rifiuti urbani non differenziati;R;3740.0;300.0
2026;CO;200303;D14;kg;Lombardia;NP;residui della pulizia stradale;D;7580.0;0.0
2026;CO;200303;D9;kg;Lombardia;NP;residui della pulizia stradale;D;0.0;0.0
2026;CO;200303;R12;kg;Lombardia;NP;residui della pulizia stradale;R;0.0;0.0
2026;CO;200303;R5;kg;Lombardia;NP;residui della pulizia stradale;R;1145545.0;300645.0
2026;CO;200304;D8;kg;Lombardia;NP;fanghi delle fosse settiche;D;2719760.0;803450.0
2026;CO;200304;D9;kg;Lombardia;NP;fanghi delle fosse settiche;D;1508000.0;0.0
2026;CO;200306;D14;kg;Lombardia;NP;rifiuti della pulizia delle fognature;D;0.0;0.0
2026;CO;200306;D8;kg;Lombardia;NP;rifiuti della pulizia delle fognature;D;326940.0;168020.0
2026;CO;200306;D9;kg;Lombardia;NP;rifiuti della pulizia delle fognature;D;133400.0;0.0
2026;CO;200306;R5;kg;Lombardia;NP;rifiuti della pulizia delle fognature;R;539440.0;120880.0
2026;CO;200307;R12;kg;Lombardia;NP;rifiuti ingombranti;R;2622320.0;151630.0
2026;CO;200307;R3;kg;Lombardia;NP;rifiuti ingombranti;R;349030.0;0.0
2026;CO;200307;R4;kg;Lombardia;NP;rifiuti ingombranti;R;60510.0;23180.0
2026;CR;010413;R5;kg;Lombardia;NP;rifiuti prodotti dal taglio e dalla segagione della pietra, diversi da quelli di cui alla voce 01 04 07;R;9900.0;0.0
2026;CR;020103;R3;kg;Lombardia;NP;scarti di tessuti vegetali;R;0.0;0.0
2026;CR;020104;D13;kg;Lombardia;NP;rifiuti plastici (ad esclusione degli imballaggi);D;0.0;0.0
2026;CR;020104;R12;kg;Lombardia;NP;rifiuti plastici (ad esclusione degli imballaggi);R;55480.0;35320.0
2026;CR;020104;R13;kg;Lombardia;NP;rifiuti plastici (ad esclusione degli imballaggi);R;0.0;0.0
2026;CR;020201;D9;kg;Lombardia;NP;fanghi da operazioni di lavaggio e pulizia;D;0.0;0.0
2026;CR;020203;R3;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;34540.0;7820.0
2026;CR;020204;R12;kg;Lombardia;NP;fanghi da trattamento in loco degli effluenti;R;27600.0;0.0
2026;CR;020301;D9;kg;Lombardia;NP;fanghi prodotti da operazioni di lavaggio, pulizia, sbucciatura, centrifugazione e separazione;D;49500.0;0.0
2026;CR;020304;R12;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;21360.0;0.0
2026;CR;020304;R3;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;408060.0;72930.0
2026;CR;020501;R3;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;6420.0;0.0
2026;CR;020502;R12;kg;Lombardia;NP;fanghi da trattamento in loco degli effluenti;R;140240.0;66360.0
2026;CR;020502;R3;kg;Lombardia;NP;fanghi da trattamento in loco degli effluenti;R;402010.0;0.0
2026;CR;020601;R3;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;18490.0;11430.0
2026;CR;020704;R3;kg;Lombardia;NP;scarti inutilizzabili per il consumo o la trasformazione;R;24270.0;0.0
2026;CR;020705;R12;kg;Lombardia;NP;fanghi da trattamento in loco degli effluenti;R;0.0;8460.0
2026;CR;030104;R12;kg;Lombardia;P;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci contenenti sostanze pericolose;R;53920.0;0.0
2026;CR;030105;R1;kg;Lombardia;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;218000.0;0.0
2026;CR;030105;R12;kg;Lombardia;NP;segatura, trucioli, residui di taglio, legno, pannelli di truciolare e piallacci diversi da quelli di cui alla voce 03 01 04;R;15250.0;0.0
2026;CR;040106;D13;kg;Lombardia;NP;fanghi, prodotti in particolare dal trattamento in loco degli effluenti, contenenti cromo;D;247000.0;0.0
2026;CR;040106;D15;kg;Lombardia;NP;fanghi, prodotti in particolare dal trattamento in loco degli effluenti, contenenti cromo;D;0.0;0.0
2026;CR;040209;R12;kg;Lombardia;NP;rifiuti da materiali compositi (fibre impregnate, elastomeri, plastomeri);R;1300.0;0.0
2026;CR;040220;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 04 02 19;D;65540.0;0.0
2026;CR;040221;R12;kg;Lombardia;NP;rifiuti da fibre tessili grezze;R;0.0;0.0
2026;CR;040222;R12;kg;Lombardia;NP;rifiuti da fibre tessili lavorate;R;0.0;0.0
2026;CR;050103;R12;kg;Lombardia;P;morchie da fondi di serbatoi;R;0.0;0.0
2026;CR;060503;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 06 05 02;D;29800.0;0.0
2026;CR;060503;R5;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 06 05 02;R;191420.0;37920.0
2026;CR;061302;R12;kg;Lombardia;P;carbone attivo esaurito (tranne 06 07 02);R;0.0;0.0
2026;CR;070104;R12;kg;Lombardia;P;altri solventi organici, soluzioni di lavaggio e acque madri;R;0.0;0.0
2026;CR;070108;R12;kg;Lombardia;P;altri fondi e residui di reazione;R;22120.0;7830.0
2026;CR;070112;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 01 11;D;205730.0;0.0
2026;CR;070112;R5;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 01 11;R;0.0;0.0
2026;CR;070208;R12;kg;Lombardia;P;altri fondi e residui di reazione;R;4350.0;0.0
2026;CR;070209;R12;kg;Lombardia;P;residui di filtrazione e assorbenti esauriti alogenati;R;0.0;0.0
2026;CR;070212;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 02 11;D;0.0;0.0
2026;CR;070213;D13;kg;Lombardia;NP;rifiuti plastici;D;0.0;0.0
2026;CR;070213;R12;kg;Lombardia;NP;rifiuti plastici;R;63627.0;16860.0
2026;CR;070213;R13;kg;Lombardia;NP;rifiuti plastici;R;7679.0;0.0
2026;CR;070213;R3;kg;Lombardia;NP;rifiuti plastici;R;26115.0;0.0
2026;CR;070214;R12;kg;Lombardia;P;rifiuti prodotti da additivi, contenenti sostanze pericolose;R;0.0;0.0
2026;CR;070215;R12;kg;Lombardia;NP;rifiuti prodotti da additivi, diversi da quelli di cui alla voce 07 02 14;R;0.0;0.0
2026;CR;070301;D9;kg;Lombardia;P;soluzioni acquose di lavaggio e acque madri;D;85680.0;58560.0
2026;CR;070308;R12;kg;Lombardia;P;altri fondi e residui di reazione;R;0.0;0.0
2026;CR;070310;R12;kg;Lombardia;P;altri residui di filtrazione e assorbenti esauriti;R;0.0;0.0
2026;CR;070501;D9;kg;Lombardia;P;soluzioni acquose di lavaggio e acque madri;D;0.0;0.0
2026;CR;070512;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 05 11;D;17980.0;0.0
2026;CR;070513;R12;kg;Lombardia;P;rifiuti solidi contenenti sostanze pericolose;R;462.0;0.0
2026;CR;070514;R12;kg;Lombardia;NP;rifiuti solidi diversi da quelli di cui alla voce 07 05 13;R;1980.0;0.0
2026;CR;070601;D9;kg;Lombardia;P;soluzioni acquose di lavaggio e acque madri;D;87360.0;28520.0
2026;CR;070608;R12;kg;Lombardia;P;altri fondi e residui di reazione;R;0.0;0.0
2026;CR;070612;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco di effluenti, diversi da quelli di cui alla voce 07 06 11;D;10800.0;0.0
2026;CR;070710;R12;kg;Lombardia;P;altri residui di filtrazione e assorbenti esauriti;R;0.0;0.0
2026;CR;070712;D13;kg;Lombardia;NP;fanghi prodotti dal trattamento in loco degli effluenti, diversi da quelli di cui alla voce 07 07 11;D;52940.0;0.0
2026;CR;080111;R12;kg;Lombardia;P;pitture e vernici di scarto, contenenti solventi organici o altre sostanze pericolose;R;95312.0;21713.0
2026;CR;080112;D13;kg;Lombardia;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;D;16220.0;0.0
2026;CR;080112;R12;kg;Lombardia;NP;pitture e vernici di scarto, diverse da quelle di cui alla voce 08 01 11;R;15780.0;0.0
2026;CR;080113;R12;kg;Lombardia;P;fanghi prodotti da pitture e vernici, contenenti solventi organici o altre sostanze pericolose;R;0.0;0.0
2026;CR;080114;R12;kg;Lombardia;NP;fanghi prodotti da pitture e vernici, diversi da quelli di cui alla voce 08 01 13;R;160.0;0.0
2026;CR;080117;R12;kg;Lombardia;P;fanghi prodotti dalla rimozione di pitture e vernici, contenenti solventi organici o altre sostanze pericolose;R;4430.0;0.0
2026;CR;080121;R12;kg;Lombardia;P;residui di pittura o di sverniciatori;R;0.0;3015.0
2026;CR;080201;R12;kg;Lombardia;NP;polveri di scarti di rivestimenti;R;345.0;0.0
2026;CR;080312;R12;kg;Lombardia;P;scarti di inchiostro, contenenti sostanze pericolose;R;2727.0;495.0
2026;CR;080317;R12;kg;Lombardia;P;toner per stampa esauriti, contenenti sostanze pericolose;R;50.0;0.0
2026;CR;080318;R12;kg;Lombardia;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;410.0;0.0
2026;CR;080318;R5;kg;Lombardia;NP;toner per stampa esauriti, diversi da quelli di cui alla voce 08 03 17;R;0.0;0.0
2026;CR;080409;R12;kg;Lombardia;P;adesivi e sigillanti di scarto, contenenti solventi organici o altre sostanze pericolose;R;58457.0;16190.0
2026;CR;080410;R12;kg;Lombardia;NP;adesivi e sigillanti di scarto, diversi da quelli di cui alla voce 08 04 09;R;28581.0;15290.0
2026;CR;090107;D13;kg;Lombardia;NP;carta e pellicole per fotografia, contenenti argento o composti dell'argento;D;0.0;0.0
2026;CR;100101;R5;kg;Lombardia;NP;ceneri pesanti, scorie e polveri di caldaia (tranne le polveri di caldaia di cui alla voce 10 01 04);R;296980.0;24480.0
2026;CR;100103;R5;kg;Lombardia;NP;ceneri leggere di torba e di legno non trattato;R;20780.0;0.0
2026;CR;100115;R5;kg;Lombardia;NP;ceneri pesanti, scorie e polveri di caldaia prodotte dal coincenerimento, diversi da quelli di cui alla voce 10 01 14;R;71320.0;30760.0
2026;CR;100202;R5;kg;Lombardia;NP;scorie non trattate;R;0.0;0.0
2026;CR;100210;R12;kg;Lombardia;NP;scaglie di laminazione;R;0.0;0.0
2026;CR;100212;R5;kg;Lombardia;NP;rifiuti prodotti dal trattamento delle acque di raffreddamento, diversi da quelli di cui alla voce 10 02 11;R;151640.0;29200.0
2026;CR;100601;R5;kg;Lombardia;NP;scorie della produzione primaria e secondaria;R;0.0;0.0
2026;CR;101201;R5;kg;Lombardia;NP;residui di miscela non sottoposti a trattamento termico;R;0.0;0.0
2026;CR;101208;R5;kg;Lombardia;NP;scarti di ceramica, mattoni, mattonelle e materiali da costruzione (sottoposti a trattamento termico);R;207000.0;0.0
2026;CR;101311;R5;kg;Lombardia;NP;rifiuti della produzione di materiali compositi a base di cemento, diversi da quelli di cui alle voci 10 13 09 e 10 13 10;R;0.0;0.0
2026;CR;101314;R5;kg;Lombardia;NP;rifiuti e fanghi di cemento;R;0.0;396180.0
2026;CR;110108;D9;kg;Lombardia;P;fanghi di fosfatazione;D;8880.0;0.0
2026;CR;110111;D9;kg;Lombardia;P;soluzioni acquose di lavaggio, contenenti sostanze pericolose;D;6000.0;0.0
2026;CR;120101;R12;kg;Lombardia;NP;limatura e trucioli di metalli ferrosi;R;0.0;0.0
2026;CR;120101;R4;kg;Lombardia;NP;limatura e trucioli di metalli ferrosi;R;4123140.0;3740.0
2026;CR;120102;R12;kg;Lombardia;NP;polveri e particolato di metalli ferrosi;R;0.0;0.0
2026;CR;120102;R4;kg;Lombardia;NP;polveri e particolato di metalli ferrosi;R;6723895.0;0.0
2026;CR;120103;R12;kg;Lombardia;NP;limatura e trucioli di metalli non ferrosi;R;4220.0;0.0
2026;CR;120103;R13;kg;Lombardia;NP;limatura e trucioli di metalli non ferrosi;R;0.0;0.0
2026;CR;120103;R4;kg;Lombardia;NP;limatura e trucioli di metalli non ferrosi;R;7950.0;0.0
2026;CR;120104;R12;kg;Lombardia;NP;polveri e particolato di metalli non ferrosi;R;0.0;0.0
2026;CR;120104;R4;kg;Lombardia;NP;polveri e particolato di metalli non ferrosi;R;0.0;0.0
