Anno;Provincia impianto;Codice EER;Attivita a destinazione;Unita di misura;Regione;Pericoloso;Descrizione EER;Tipo operazione;Tot_2026-08-03;Tot_2026-09-07;Tot_2026-09-15
2026;VE;140604;R12;kg;Veneto;P;fanghi o rifiuti solidi, contenenti solventi alogenati;R;5671.0;7491.0;7491.0
2026;VE;140605;D13;kg;Veneto;P;fanghi o rifiuti solidi, contenenti altri solventi;D;30300.0;30660.0;30660.0
2026;VE;140605;R12;kg;Veneto;P;fanghi o rifiuti solidi, contenenti altri solventi;R;98150.0;129090.0;129090.0
2026;VE;150101;;kg;Veneto;NP;imballaggi di carta e cartone;;38440.0;60770.0;71090.0
2026;VE;150101;R12;kg;Veneto;NP;imballaggi di carta e cartone;R;11305321.0;15598408.0;16091443.0
2026;VE;150101;R13;kg;Veneto;NP;imballaggi di carta e cartone;R;1177790.0;1197286.0;1213346.0
2026;VE;150101;R3;kg;Veneto;NP;imballaggi di carta e cartone;R;24807268.0;27710775.0;28748895.0
2026;VE;150102;;kg;Veneto;NP;imballaggi di plastica;;4910.0;4910.0;4910.0
2026;VE;150102;R12;kg;Veneto;NP;imballaggi di plastica;R;2948522.0;3996241.0;4118971.0
2026;VE;150102;R13;kg;Veneto;NP;imballaggi di plastica;R;5862805.0;6865065.0;7714455.0
2026;VE;150102;R3;kg;Veneto;NP;imballaggi di plastica;R;1796416.0;1937088.0;2021635.0
2026;VE;150103;;kg;Veneto;NP;imballaggi in legno;;1700.0;3200.0;3200.0
2026;VE;150103;R12;kg;Veneto;NP;imballaggi in legno;R;6597845.0;7603236.0;8006446.0
2026;VE;150103;R13;kg;Veneto;NP;imballaggi in legno;R;388840.0;428160.0;476060.0
2026;VE;150103;R3;kg;Veneto;NP;imballaggi in legno;R;4865100.0;5406490.0;5517585.0
2026;VE;150104;R12;kg;Veneto;NP;imballaggi metallici;R;302102.0;415842.0;432875.0
2026;VE;150104;R4;kg;Veneto;NP;imballaggi metallici;R;479052.0;746422.0;845559.0
2026;VE;150105;R12;kg;Veneto;NP;imballaggi compositi;R;822541.0;892571.0;906771.0
2026;VE;150105;R3;kg;Veneto;NP;imballaggi compositi;R;1468660.0;1664960.0;1728220.0
2026;VE;150106;;kg;Veneto;NP;imballaggi in materiali misti;;1440840.0;1540900.0;1574470.0
2026;VE;150106;R12;kg;Veneto;NP;imballaggi in materiali misti;R;93786735.0;113722651.0;133166561.0
2026;VE;150106;R13;kg;Veneto;NP;imballaggi in materiali misti;R;81520520.0;98256450.0;114183310.0
2026;VE;150106;R3;kg;Veneto;NP;imballaggi in materiali misti;R;373750.0;425338.0;439662.0
2026;VE;150106;R4;kg;Veneto;NP;imballaggi in materiali misti;R;457693.0;540986.0;587926.0
2026;VE;150106;R5;kg;Veneto;NP;imballaggi in materiali misti;R;;;522000.0
2026;VE;150107;R12;kg;Veneto;NP;imballaggi di vetro;R;636525.0;780649.0;906589.0
2026;VE;150107;R13;kg;Veneto;NP;imballaggi di vetro;R;565330.0;652110.0;776350.0
2026;VE;150107;R5;kg;Veneto;NP;imballaggi di vetro;R;16218530.0;20717530.0;23236530.0
2026;VE;150110;D13;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D;7640.0;8600.0;8600.0
2026;VE;150110;D15;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;D;1140.0;1140.0;1140.0
2026;VE;150110;R12;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;1920162.0;2282267.0;2309698.0
2026;VE;150110;R13;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;13948.0;15248.0;15248.0
2026;VE;150110;R3;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;19137.0;22931.0;22931.0
2026;VE;150110;R4;kg;Veneto;P;imballaggi contenenti residui di sostanze pericolose o contaminati da tali sostanze;R;863827.0;1014198.0;1014198.0
2026;VE;150111;R12;kg;Veneto;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R;76851.0;87985.0;87985.0
2026;VE;150111;R13;kg;Veneto;P;imballaggi metallici contenenti matrici solide porose pericolose (ad esempio amianto), compresi contenitori a pressione vuoti;R;15.0;15.0;15.0
2026;VE;150202;D13;kg;Veneto;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D;171000.0;196820.0;196820.0
2026;VE;150202;D14;kg;Veneto;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D;6446.0;6626.0;6626.0
2026;VE;150202;D15;kg;Veneto;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;D;4041.0;4041.0;4041.0
2026;VE;150202;R12;kg;Veneto;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;2075163.0;2369391.0;2393985.0
2026;VE;150202;R13;kg;Veneto;P;assorbenti, materiali filtranti (inclusi filtri dell'olio non specificati altrimenti), stracci e indumenti protettivi, contaminati da sostanze pericolose;R;7058.0;7458.0;7458.0
2026;VE;150203;D13;kg;Veneto;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;3896.0;3896.0;3896.0
2026;VE;150203;D14;kg;Veneto;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;300.0;300.0;300.0
2026;VE;150203;D15;kg;Veneto;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;D;4580.0;4580.0;4580.0
2026;VE;150203;R12;kg;Veneto;NP;assorbenti, materiali filtranti, stracci e indumenti protettivi, diversi da quelli di cui alla voce 15 02 02;R;445356.0;547637.0;556917.0
2026;VE;160103;R12;kg;Veneto;NP;pneumatici fuori uso;R;922129.0;1046297.0;1081436.0
2026;VE;160103;R13;kg;Veneto;NP;pneumatici fuori uso;R;15160.0;15160.0;18580.0
2026;VE;160104;R12;kg;Veneto;P;veicoli fuori uso;R;3938302.0;4598717.0;4625167.0
2026;VE;160104;R13;kg;Veneto;P;veicoli fuori uso;R;2192693.0;2432340.0;2432340.0
2026;VE;160106;R12;kg;Veneto;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;2773476.0;3654083.0;3702003.0
2026;VE;160106;R13;kg;Veneto;NP;veicoli fuori uso, non contenenti liquidi né altre componenti pericolose;R;2117964.0;2292225.0;2384349.0
2026;VE;160107;R12;kg;Veneto;P;filtri dell'olio;R;236355.0;277560.0;291015.0
2026;VE;160112;R12;kg;Veneto;NP;pastiglie per freni, diverse da quelle di cui alla voce 16 01 11;R;46820.0;53820.0;53820.0
2026;VE;160113;D14;kg;Veneto;P;liquidi per freni;D;7316.0;7316.0;7316.0
2026;VE;160114;D13;kg;Veneto;P;liquidi antigelo contenenti sostanze pericolose;D;4080.0;4080.0;4080.0
2026;VE;160114;D9;kg;Veneto;P;liquidi antigelo contenenti sostanze pericolose;D;11200.0;11200.0;11200.0
2026;VE;160114;R12;kg;Veneto;P;liquidi antigelo contenenti sostanze pericolose;R;154873.0;154873.0;154873.0
2026;VE;160115;D13;kg;Veneto;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;D;120.0;120.0;120.0
2026;VE;160115;D14;kg;Veneto;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;D;955.0;955.0;955.0
2026;VE;160115;D9;kg;Veneto;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;D;26760.0;26760.0;26760.0
2026;VE;160116;R12;kg;Veneto;NP;serbatoi per gas liquefatto;R;520.0;520.0;520.0
2026;VE;160116;R4;kg;Veneto;NP;serbatoi per gas liquefatto;R;1260.0;4120.0;4120.0
2026;VE;160117;R12;kg;Veneto;NP;metalli ferrosi;R;2104605.0;2256088.0;2359104.0
2026;VE;160117;R13;kg;Veneto;NP;metalli ferrosi;R;3850.0;4870.0;5220.0
2026;VE;160117;R4;kg;Veneto;NP;metalli ferrosi;R;738450.0;798544.0;828544.0
2026;VE;160118;R12;kg;Veneto;NP;metalli non ferrosi;R;187730.0;239059.0;256925.0
2026;VE;160118;R13;kg;Veneto;NP;metalli non ferrosi;R;990.0;1130.0;1130.0
2026;VE;160118;R4;kg;Veneto;NP;metalli non ferrosi;R;13449.0;13449.0;13449.0
2026;VE;160119;R12;kg;Veneto;NP;plastica;R;272866.0;306311.0;307431.0
2026;VE;160119;R13;kg;Veneto;NP;plastica;R;3400.0;3400.0;3970.0
2026;VE;160120;R12;kg;Veneto;NP;vetro;R;83178.0;101533.0;101533.0
2026;VE;160120;R13;kg;Veneto;NP;vetro;R;2300.0;2300.0;2300.0
2026;VE;160121;D13;kg;Veneto;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;D;6040.0;6040.0;6040.0
2026;VE;160121;R12;kg;Veneto;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;52396.0;58396.0;58396.0
2026;VE;160121;R13;kg;Veneto;P;componenti pericolosi diversi da quelli di cui alle voci da 16 01 07 a 16 01 11, 16 01 13 e 16 01 14;R;7500.0;7500.0;7500.0
2026;VE;160122;R12;kg;Veneto;NP;componenti non specificati altrimenti;R;602112.0;812543.0;833358.0
2026;VE;160122;R13;kg;Veneto;NP;componenti non specificati altrimenti;R;540.0;3000.0;3000.0
2026;VE;160122;R4;kg;Veneto;NP;componenti non specificati altrimenti;R;10731.0;20768.0;20768.0
2026;VE;160211;R12;kg;Veneto;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;1094530.0;1214492.0;1223258.0
2026;VE;160211;R4;kg;Veneto;P;apparecchiature fuori uso, contenenti clorofluorocarburi, HCFC, HFC;R;11165.0;20370.0;20370.0
2026;VE;160213;R12;kg;Veneto;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;261096.0;293111.0;303041.0
2026;VE;160213;R13;kg;Veneto;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;6042.0;7142.0;7142.0
2026;VE;160213;R4;kg;Veneto;P;apparecchiature fuori uso, contenenti componenti pericolosi (1) diversi da quelli di cui alle voci 16 02 09 e 16 02 12;R;33640.0;31936.0;31936.0
2026;VE;160214;R12;kg;Veneto;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;1738722.0;2217918.0;2243068.0
2026;VE;160214;R13;kg;Veneto;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;160609.0;196859.0;211579.0
2026;VE;160214;R4;kg;Veneto;NP;apparecchiature fuori uso, diverse da quelle di cui alle voci da 16 02 09 a 16 02 13;R;52918.0;62503.0;62503.0
2026;VE;160215;D13;kg;Veneto;P;componenti pericolosi rimossi da apparecchiature fuori uso;D;;40.0;40.0
2026;VE;160215;R12;kg;Veneto;P;componenti pericolosi rimossi da apparecchiature fuori uso;R;85793.0;91411.0;91411.0
2026;VE;160215;R4;kg;Veneto;P;componenti pericolosi rimossi da apparecchiature fuori uso;R;1112.0;1112.0;1112.0
2026;VE;160216;R12;kg;Veneto;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;1868832.0;1893247.0;1896612.0
2026;VE;160216;R13;kg;Veneto;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;420.0;3870.0;4870.0
2026;VE;160216;R4;kg;Veneto;NP;componenti rimossi da apparecchiature fuori uso, diversi da quelli di cui alla voce 16 02 15;R;1046493.0;1262805.0;1262805.0
2026;VE;160303;D13;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;D;104620.0;164490.0;164490.0
2026;VE;160303;D14;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;D;17737.0;17761.0;17761.0
2026;VE;160303;D15;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;D;179.0;179.0;179.0
2026;VE;160303;D9;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;D;309460.0;330560.0;331440.0
2026;VE;160303;R12;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;R;358497.0;471574.0;471574.0
2026;VE;160303;R13;kg;Veneto;P;rifiuti inorganici contenenti sostanze pericolose;R;1080.0;1160.0;1160.0
2026;VE;160304;D13;kg;Veneto;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;62198.0;146457.0;146457.0
2026;VE;160304;D14;kg;Veneto;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;10210.0;17845.0;17845.0
2026;VE;160304;D9;kg;Veneto;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;D;415002.0;922892.0;962001.0
2026;VE;160304;R12;kg;Veneto;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;1552532.0;2346231.0;2356651.0
2026;VE;160304;R13;kg;Veneto;NP;rifiuti inorganici, diversi da quelli di cui alla voce 16 03 03;R;2700.0;2700.0;2700.0
2026;VE;160305;D13;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;D;171012.0;194817.0;194817.0
2026;VE;160305;D14;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;D;29397.0;29615.0;29615.0
2026;VE;160305;D15;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;D;18580.0;18580.0;18580.0
2026;VE;160305;D9;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;D;14200.0;14200.0;14200.0
2026;VE;160305;R12;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;R;957671.0;1125374.0;1128434.0
2026;VE;160305;R13;kg;Veneto;P;rifiuti organici contenenti sostanze pericolose;R;4380.0;4880.0;4880.0
2026;VE;160306;D13;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;46350.0;50282.0;51076.0
2026;VE;160306;D14;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;18422.0;19675.0;20529.0
2026;VE;160306;D15;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;25580.0;25580.0;25580.0
2026;VE;160306;D9;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;D;48900.0;59240.0;59240.0
2026;VE;160306;R12;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;968424.0;1250560.0;1285070.0
2026;VE;160306;R13;kg;Veneto;NP;rifiuti organici diversi da quelli di cui alla voce 16 03 05;R;700.0;700.0;700.0
2026;VE;160504;;kg;Veneto;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;;9.0;9.0;9.0
2026;VE;160504;D13;kg;Veneto;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;D;10.0;195.0;195.0
2026;VE;160504;D14;kg;Veneto;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;D;487.0;2284.0;2284.0
2026;VE;160504;R12;kg;Veneto;P;gas in contenitori a pressione (compresi gli halon), contenenti sostanze pericolose;R;29253.0;38581.0;38581.0
2026;VE;160505;D14;kg;Veneto;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;D;;137.0;137.0
2026;VE;160505;R12;kg;Veneto;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;R;33979.0;37221.0;39327.0
2026;VE;160505;R13;kg;Veneto;NP;gas in contenitori a pressione, diversi da quelli di cui alla voce 16 05 04;R;17.0;17.0;17.0
2026;VE;160506;D13;kg;Veneto;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D;12974.0;22490.0;22490.0
2026;VE;160506;D14;kg;Veneto;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D;4605.0;5129.0;5129.0
2026;VE;160506;D9;kg;Veneto;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;D;18560.0;19680.0;29920.0
2026;VE;160506;R12;kg;Veneto;P;sostanze chimiche di laboratorio contenenti o costituite da sostanze pericolose, comprese le miscele di sostanze chimiche di laboratorio;R;1952.0;3472.0;3472.0
2026;VE;160507;D13;kg;Veneto;P;sostanze chimiche inorganiche di scarto contenenti o costituite da sostanze pericolose;D;657.0;657.0;657.0
2026;VE;160507;D14;kg;Veneto;P;sostanze chimiche inorganiche di scarto contenenti o costituite da sostanze pericolose;D;;120.0;120.0
2026;VE;160508;D13;kg;Veneto;P;sostanze chimiche organiche di scarto contenenti o costituite da sostanze pericolose;D;440.0;440.0;440.0
2026;VE;160509;D13;kg;Veneto;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;D;720.0;720.0;720.0
2026;VE;160509;D14;kg;Veneto;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;D;2924.0;2924.0;2924.0
2026;VE;160509;D9;kg;Veneto;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;D;23420.0;23420.0;23420.0
2026;VE;160509;R12;kg;Veneto;NP;sostanze chimiche di scarto diverse da quelle di cui alle voci 16 05 06, 16 05 07 e 16 05 08;R;3440.0;5490.0;5490.0
2026;VE;160601;R12;kg;Veneto;P;batterie al piombo;R;1372050.0;1520677.0;1572357.0
2026;VE;160601;R13;kg;Veneto;P;batterie al piombo;R;520.0;520.0;520.0
2026;VE;160602;R12;kg;Veneto;P;batterie al nichel-cadmio;R;3003.0;3316.0;3316.0
2026;VE;160604;R12;kg;Veneto;NP;batterie alcaline (tranne 16 06 03);R;14227.0;15306.0;15306.0
2026;VE;160605;R12;kg;Veneto;NP;altre batterie e accumulatori;R;13120.0;13546.0;13546.0
2026;VE;160606;D14;kg;Veneto;P;elettroliti di batterie e accumulatori, oggetto di raccolta differenziata;D;1040.0;1040.0;1040.0
2026;VE;160606;D15;kg;Veneto;P;elettroliti di batterie e accumulatori, oggetto di raccolta differenziata;D;40.0;40.0;40.0
2026;VE;160606;D9;kg;Veneto;P;elettroliti di batterie e accumulatori, oggetto di raccolta differenziata;D;4990.0;10280.0;10280.0
2026;VE;160708;D13;kg;Veneto;P;rifiuti contenenti oli;D;1229105.0;1528315.0;1528315.0
2026;VE;160708;D14;kg;Veneto;P;rifiuti contenenti oli;D;215325.0;250765.0;250765.0
2026;VE;160708;D9;kg;Veneto;P;rifiuti contenenti oli;D;1488180.0;1928940.0;1967840.0
2026;VE;160708;R12;kg;Veneto;P;rifiuti contenenti oli;R;66793.0;93641.0;93641.0
2026;VE;160709;D13;kg;Veneto;P;rifiuti contenenti altre sostanze pericolose;D;4740.0;9040.0;9040.0
2026;VE;160709;R12;kg;Veneto;P;rifiuti contenenti altre sostanze pericolose;R;700.0;3770.0;3770.0
2026;VE;160801;R12;kg;Veneto;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);R;233970.0;271313.0;271313.0
2026;VE;160801;R13;kg;Veneto;NP;catalizzatori esauriti contenenti oro, argento, renio, rodio, palladio, iridio o platino (tranne 16 08 07);R;1000.0;1000.0;1000.0
2026;VE;160807;R12;kg;Veneto;P;catalizzatori esauriti contaminati da sostanze pericolose;R;37160.0;68556.0;68556.0
2026;VE;161001;D13;kg;Veneto;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;255355.0;381071.0;382100.0
2026;VE;161001;D14;kg;Veneto;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;467127.0;561240.0;562330.0
2026;VE;161001;D9;kg;Veneto;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;D;2992488.0;3768128.0;4629568.0
2026;VE;161001;R12;kg;Veneto;P;rifiuti liquidi acquosi, contenenti sostanze pericolose;R;17850.0;29650.0;29650.0
2026;VE;161002;;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;;530.0;530.0;530.0
2026;VE;161002;D13;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;233138.0;379962.0;379962.0
2026;VE;161002;D14;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;362855.0;490322.0;490322.0
2026;VE;161002;D15;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;10874.0;10874.0;10874.0
2026;VE;161002;D8;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;1775690.0;2208240.0;2208240.0
2026;VE;161002;D9;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;D;20119500.0;25326890.0;27823870.0
2026;VE;161002;R12;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;R;32440.0;34930.0;34930.0
2026;VE;161002;R5;kg;Veneto;NP;rifiuti liquidi acquosi, diversi da quelle di cui alla voce 16 10 01;R;143120.0;187760.0;187760.0
2026;VE;161003;D9;kg;Veneto;P;concentrati acquosi, contenenti sostanze pericolose;D;365300.0;478760.0;549080.0
2026;VE;161004;D9;kg;Veneto;NP;concentrati acquosi, diversi da quelli di cui alla voce 16 10 03;D;1012080.0;1360820.0;1498180.0
2026;VE;161101;D13;kg;Veneto;P;rivestimenti e materiali refrattari a base di carbone provenienti da processi metallurgici, contenenti sostanze pericolose;D;160.0;160.0;160.0
2026;VE;161101;D9;kg;Veneto;P;rivestimenti e materiali refrattari a base di carbone provenienti da processi metallurgici, contenenti sostanze pericolose;D;46680.0;62940.0;62940.0
2026;VE;161102;R12;kg;Veneto;NP;rivestimenti e materiali refrattari a base di carbone provenienti dalle lavorazioni metallurgiche, diversi da quelli di cui alla voce 16 11 01;R;240.0;240.0;240.0
2026;VE;161103;D9;kg;Veneto;P;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, contenenti sostanze pericolose;D;47820.0;63680.0;63680.0
2026;VE;161104;D13;kg;Veneto;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;D;4920.0;4920.0;4920.0
2026;VE;161104;D14;kg;Veneto;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;D;530.0;730.0;730.0
2026;VE;161104;D9;kg;Veneto;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;D;23390.0;35410.0;35410.0
2026;VE;161104;R12;kg;Veneto;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;R;3710.0;3710.0;3710.0
2026;VE;161104;R13;kg;Veneto;NP;altri rivestimenti e materiali refrattari provenienti da processi metallurgici, diversi da quelli di cui alla voce 16 11 03;R;161580.0;161580.0;161580.0
2026;VE;161105;D13;kg;Veneto;P;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, contenenti sostanze pericolose;D;30340.0;30540.0;30540.0
2026;VE;161105;R12;kg;Veneto;P;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, contenenti sostanze pericolose;R;3490.0;5890.0;5890.0
2026;VE;161106;D13;kg;Veneto;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;D;16510.0;16510.0;16510.0
2026;VE;161106;R12;kg;Veneto;NP;rivestimenti e materiali refrattari provenienti da lavorazioni non metallurgiche, diversi da quelli di cui alla voce 16 11 05;R;81120.0;109660.0;109660.0
2026;VE;170101;D13;kg;Veneto;NP;cemento;D;340.0;340.0;340.0
2026;VE;170101;D9;kg;Veneto;NP;cemento;D;;46960.0;46960.0
2026;VE;170101;R12;kg;Veneto;NP;cemento;R;6582971.0;8031340.0;8031340.0
2026;VE;170101;R13;kg;Veneto;NP;cemento;R;7010970.0;7510820.0;7644480.0
2026;VE;170101;R5;kg;Veneto;NP;cemento;R;39780410.0;46148610.0;46307570.0
2026;VE;170102;R12;kg;Veneto;NP;mattoni;R;2106350.0;2219670.0;2219670.0
2026;VE;170102;R5;kg;Veneto;NP;mattoni;R;951580.0;1058310.0;1058310.0
2026;VE;170103;R12;kg;Veneto;NP;mattonelle e ceramiche;R;557090.0;717070.0;732440.0
2026;VE;170103;R13;kg;Veneto;NP;mattonelle e ceramiche;R;160.0;160.0;160.0
2026;VE;170103;R5;kg;Veneto;NP;mattonelle e ceramiche;R;2132260.0;4489480.0;4631280.0
2026;VE;170107;D13;kg;Veneto;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;D;1000.0;1000.0;1000.0
2026;VE;170107;R12;kg;Veneto;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;12836588.0;13825218.0;13948178.0
2026;VE;170107;R13;kg;Veneto;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;11369860.0;12446490.0;12569450.0
2026;VE;170107;R5;kg;Veneto;NP;miscugli di cemento, mattoni, mattonelle e ceramiche, diversi da quelli di cui alla voce 17 01 06;R;103931855.0;138572495.0;140799955.0
2026;VE;170201;R12;kg;Veneto;NP;legno;R;3220032.0;3713823.0;3896223.0
2026;VE;170201;R13;kg;Veneto;NP;legno;R;877900.0;1036910.0;1093550.0
2026;VE;170202;R12;kg;Veneto;NP;vetro;R;124031.0;174853.0;180053.0
2026;VE;170203;D13;kg;Veneto;NP;plastica;D;2740.0;2740.0;2740.0
2026;VE;170203;D15;kg;Veneto;NP;plastica;D;20.0;20.0;20.0
2026;VE;170203;R12;kg;Veneto;NP;plastica;R;827018.0;931716.0;981399.0
2026;VE;170203;R13;kg;Veneto;NP;plastica;R;331460.0;360710.0;392610.0
2026;VE;170203;R3;kg;Veneto;NP;plastica;R;16995.0;23420.0;23420.0
2026;VE;170204;D13;kg;Veneto;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;D;4560.0;6760.0;6760.0
2026;VE;170204;R12;kg;Veneto;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;R;220354.0;280554.0;280554.0
2026;VE;170204;R13;kg;Veneto;P;vetro, plastica e legno contenenti sostanze pericolose o da esse contaminati;R;2980.0;3180.0;3180.0
2026;VE;170301;D13;kg;Veneto;P;miscele bituminose contenenti catrame di carbone;D;37540.0;66220.0;66220.0
2026;VE;170301;D14;kg;Veneto;P;miscele bituminose contenenti catrame di carbone;D;842820.0;1145860.0;1145860.0
2026;VE;170301;R12;kg;Veneto;P;miscele bituminose contenenti catrame di carbone;R;898403.0;1187943.0;1187943.0
2026;VE;170302;D13;kg;Veneto;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;37740.0;39780.0;39780.0
2026;VE;170302;D14;kg;Veneto;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;2165827.0;3016485.0;3016485.0
2026;VE;170302;D15;kg;Veneto;NP;miscele bituminose diverse da quelle di cui alla voce 17 03 01;D;40.0;40.0;40.0
