Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2025;AP;Marche;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;610;kg
2025;AR;Toscana;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;1339890;kg
2025;BG;Lombardia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;1599250;kg
2025;BO;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;2180;kg
2025;CO;Lombardia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;2054120;kg
2025;CS;Calabria;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;483100;kg
2025;FC;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;263998;kg
2025;FE;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;871750;kg
2025;FI;Toscana;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;17711;kg
2025;GE;Liguria;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;1818;kg
2025;LC;Lombardia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;3000;kg
2025;LE;Puglia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;278790;kg
2025;LI;Toscana;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;810;kg
2025;MI;Lombardia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;294317;kg
2025;MS;Toscana;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;120;kg
2025;NA;Campania;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;1740;kg
2025;PA;Sicilia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;109930;kg
2025;PC;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;25400;kg
2025;PR;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;4645570;kg
2025;PZ;Basilicata;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;40260;kg
2025;RE;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;25940;kg
2025;RM;Lazio;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;150;kg
2025;RN;Emilia Romagna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;451820;kg
2025;SR;Sicilia;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;3836760;kg
2025;SS;Sardegna;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;309600;kg
2025;TO;Piemonte;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;7116250;kg
2025;TV;Veneto;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;17510;kg
2025;VI;Veneto;190107;P;rifiuti solidi prodotti dal trattamento dei fumi;1234479;kg
2025;AL;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1060;kg
2025;AN;Marche;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;71500;kg
2025;AR;Toscana;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;17347;kg
2025;AT;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;9740;kg
2025;AV;Campania;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;7390;kg
2025;BG;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;34860;kg
2025;BN;Campania;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;60;kg
2025;BO;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;64469;kg
2025;BR;Puglia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;720;kg
2025;BS;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;59941;kg
2025;BT;Puglia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;101;kg
2025;CE;Campania;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;15248;kg
2025;CH;Abruzzo;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;7330;kg
2025;CN;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1050;kg
2025;CO;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;77272;kg
2025;CR;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;16201;kg
2025;CZ;Calabria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;24600;kg
2025;FR;Lazio;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;24360;kg
2025;FR;Lazio;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;13000;l
2025;GE;Liguria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;45402;kg
2025;IM;Liguria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;46800;kg
2025;LC;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;9822;kg
2025;LI;Toscana;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;116071;kg
2025;LO;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;5657;kg
2025;MB;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;800;kg
2025;ME;Sicilia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1150;kg
2025;MI;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;380073;kg
2025;MN;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;15380;kg
2025;MO;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;5385;kg
2025;NA;Campania;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;22144;kg
2025;NO;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;19706;kg
2025;PA;Sicilia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;900;kg
2025;PC;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;7730;kg
2025;PD;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;186868;kg
2025;PG;Umbria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1250;kg
2025;PN;Friuli Venezia Giulia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;10000;kg
2025;PR;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;34614;kg
2025;PT;Toscana;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;600;kg
2025;PV;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;52713;kg
2025;PZ;Basilicata;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;50;kg
2025;RA;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;16674;kg
2025;RE;Emilia Romagna;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;7455;kg
2025;RI;Lazio;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;660;kg
2025;RM;Lazio;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1246;kg
2025;RO;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1000;kg
2025;SA;Campania;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;2312;kg
2025;SI;Toscana;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;2740;kg
2025;SO;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;3480;kg
2025;SP;Liguria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;50000;kg
2025;SV;Liguria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1219390;kg
2025;TN;Trentino Alto Adige;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;7890;kg
2025;TO;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;255626;kg
2025;TR;Umbria;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;400;kg
2025;TV;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;229025;kg
2025;VA;Lombardia;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;45681;kg
2025;VB;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;12620;kg
2025;VC;Piemonte;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;3223;kg
2025;VE;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;26790;kg
2025;VI;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;15918;kg
2025;VR;Veneto;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;8944;kg
2025;VT;Lazio;190110;P;carbone attivo esaurito prodotto dal trattamento dei fumi;1705;kg
2025;AL;Piemonte;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;38797;kg
2025;AR;Toscana;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;341201;kg
2025;AV;Campania;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;208;kg
2025;BG;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;4874460;kg
2025;BI;Piemonte;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;694;kg
2025;BS;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;100;kg
2025;CA;Sardegna;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;428970;kg
2025;CO;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;7260;kg
2025;CR;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;1052;kg
2025;CZ;Calabria;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;6758980;kg
2025;FI;Toscana;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;22919;kg
2025;FR;Lazio;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;20027215;kg
2025;KR;Calabria;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;9946770;kg
2025;MI;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;16480;kg
2025;NA;Campania;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;55581;kg
2025;PA;Sicilia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;688100;kg
2025;PC;Emilia Romagna;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;32;kg
2025;PN;Friuli Venezia Giulia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;5921970;kg
2025;PN;Friuli Venezia Giulia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;43000;l
2025;PZ;Basilicata;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;6762200;kg
2025;RA;Emilia Romagna;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;2421960;kg
2025;RN;Emilia Romagna;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;149860;kg
2025;SA;Campania;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;111000;kg
2025;SR;Sicilia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;16005580;kg
2025;TE;Abruzzo;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;11300;kg
2025;TN;Trentino Alto Adige;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;2447250;kg
2025;TO;Piemonte;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;553;kg
2025;TR;Umbria;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;5839514;kg
2025;TV;Veneto;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;67679;kg
2025;TV;Veneto;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;30000;l
2025;VA;Lombardia;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;58760;kg
2025;VE;Veneto;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;194237;kg
2025;VI;Veneto;190111;P;ceneri pesanti e scorie, contenenti sostanze pericolose;159928;kg
2025;AL;Piemonte;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;138674;kg
2025;AR;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;13651252;kg
2025;AV;Campania;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;2200;kg
2025;BA;Puglia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;103740;kg
2025;BG;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;26978890;kg
2025;BO;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;40324290;kg
2025;BS;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;130161750;kg
2025;BZ;Trentino Alto Adige;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;20422500;kg
2025;CA;Sardegna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;8814100;kg
2025;CE;Campania;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;1285026;kg
2025;CN;Piemonte;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;45600;kg
2025;CO;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;15870000;kg
2025;CR;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;10631040;kg
2025;CS;Calabria;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;20000;l
2025;CZ;Calabria;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;2624430;kg
2025;FC;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;26927642;kg
2025;FE;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;28806270;kg
2025;FG;Puglia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;2763070;kg
2025;FI;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;35338;kg
2025;FR;Lazio;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;27073720;kg
2025;IS;Molise;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;10566140;kg
2025;LC;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;17184740;kg
2025;LE;Puglia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;825200;kg
2025;LI;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;23000;kg
2025;MB;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;14014260;kg
2025;MI;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;126914350;kg
2025;MN;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;603670;kg
2025;MO;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;39248060;kg
2025;NA;Campania;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;107797161;kg
2025;NU;Sardegna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;181340;kg
2025;PC;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;19826500;kg
2025;PD;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;31274120;kg
2025;PG;Umbria;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;82;kg
2025;PI;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;4650300;kg
2025;PN;Friuli Venezia Giulia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;25000;l
2025;PO;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;1934040;kg
2025;PR;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;30649220;kg
2025;PT;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;5235920;kg
2025;PV;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;52441440;kg
2025;PZ;Basilicata;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;2214140;kg
2025;RA;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;20078380;kg
2025;RC;Calabria;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;5119700;kg
2025;RN;Emilia Romagna;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;22154815;kg
2025;RO;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;8880;kg
2025;SI;Toscana;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;12956330;kg
2025;TA;Puglia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;3227760;kg
2025;TE;Abruzzo;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;5520;kg
2025;TO;Piemonte;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;100344320;kg
2025;TS;Friuli Venezia Giulia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;38885500;kg
2025;TV;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;12590;kg
2025;UD;Friuli Venezia Giulia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;2606288;kg
2025;VA;Lombardia;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;13337690;kg
2025;VE;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;4928910;kg
2025;VI;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;12434636;kg
2025;VR;Veneto;190112;NP;ceneri pesanti e scorie, diverse da quelle di cui alla voce 19 01 11;21109353;kg
2025;AN;Marche;190113;P;ceneri leggere, contenenti sostanze pericolose;445;kg
2025;AR;Toscana;190113;P;ceneri leggere, contenenti sostanze pericolose;7858;kg
2025;BG;Lombardia;190113;P;ceneri leggere, contenenti sostanze pericolose;4099265;kg
2025;BZ;Trentino Alto Adige;190113;P;ceneri leggere, contenenti sostanze pericolose;158750;kg
2025;CH;Abruzzo;190113;P;ceneri leggere, contenenti sostanze pericolose;1486220;kg
2025;CO;Lombardia;190113;P;ceneri leggere, contenenti sostanze pericolose;5880;kg
2025;CR;Lombardia;190113;P;ceneri leggere, contenenti sostanze pericolose;79240;kg
2025;FG;Puglia;190113;P;ceneri leggere, contenenti sostanze pericolose;6775000;kg
2025;FR;Lazio;190113;P;ceneri leggere, contenenti sostanze pericolose;5388796;kg
2025;IS;Molise;190113;P;ceneri leggere, contenenti sostanze pericolose;3023520;kg
2025;KR;Calabria;190113;P;ceneri leggere, contenenti sostanze pericolose;1819060;kg
2025;LE;Puglia;190113;P;ceneri leggere, contenenti sostanze pericolose;41740;kg
2025;LI;Toscana;190113;P;ceneri leggere, contenenti sostanze pericolose;2883;kg
2025;MC;Marche;190113;P;ceneri leggere, contenenti sostanze pericolose;98210;kg
2025;MN;Lombardia;190113;P;ceneri leggere, contenenti sostanze pericolose;18580;kg
2025;PC;Emilia Romagna;190113;P;ceneri leggere, contenenti sostanze pericolose;1600290;kg
2025;PD;Veneto;190113;P;ceneri leggere, contenenti sostanze pericolose;6713920;kg
2025;PR;Emilia Romagna;190113;P;ceneri leggere, contenenti sostanze pericolose;679;kg
2025;PZ;Basilicata;190113;P;ceneri leggere, contenenti sostanze pericolose;2591400;kg
2025;RA;Emilia Romagna;190113;P;ceneri leggere, contenenti sostanze pericolose;4404240;kg
2025;RC;Calabria;190113;P;ceneri leggere, contenenti sostanze pericolose;6566320;kg
2025;RM;Lazio;190113;P;ceneri leggere, contenenti sostanze pericolose;60275;kg
2025;RM;Lazio;190113;P;ceneri leggere, contenenti sostanze pericolose;195000;l
2025;SA;Campania;190113;P;ceneri leggere, contenenti sostanze pericolose;35696;kg
