Anno;Provincia produttore;Regione;Codice EER;Pericoloso;Descrizione EER;Quantita;Unita di misura
2026;PD;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;105259;kg
2026;PD;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;2400;l
2026;PE;Abruzzo;160114;P;liquidi antigelo contenenti sostanze pericolose;7713;kg
2026;PG;Umbria;160114;P;liquidi antigelo contenenti sostanze pericolose;47030;kg
2026;PG;Umbria;160114;P;liquidi antigelo contenenti sostanze pericolose;1785;l
2026;PI;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;8499;kg
2026;PI;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;422;l
2026;PN;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;25565;kg
2026;PN;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;269;l
2026;PO;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;3578;kg
2026;PO;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;284;l
2026;PR;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;37211;kg
2026;PR;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;1860;l
2026;PT;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;12333;kg
2026;PT;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;20;l
2026;PU;Marche;160114;P;liquidi antigelo contenenti sostanze pericolose;9766;kg
2026;PU;Marche;160114;P;liquidi antigelo contenenti sostanze pericolose;369;l
2026;PV;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;79290;kg
2026;PV;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;601;l
2026;PZ;Basilicata;160114;P;liquidi antigelo contenenti sostanze pericolose;5506;kg
2026;PZ;Basilicata;160114;P;liquidi antigelo contenenti sostanze pericolose;55;l
2026;RA;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;32393;kg
2026;RA;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;103;l
2026;RC;Calabria;160114;P;liquidi antigelo contenenti sostanze pericolose;1102;kg
2026;RC;Calabria;160114;P;liquidi antigelo contenenti sostanze pericolose;121;l
2026;RE;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;28713;kg
2026;RE;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;9098;l
2026;RG;Sicilia;160114;P;liquidi antigelo contenenti sostanze pericolose;1843;kg
2026;RI;Lazio;160114;P;liquidi antigelo contenenti sostanze pericolose;6321;kg
2026;RM;Lazio;160114;P;liquidi antigelo contenenti sostanze pericolose;59825;kg
2026;RM;Lazio;160114;P;liquidi antigelo contenenti sostanze pericolose;3446;l
2026;RN;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;24258;kg
2026;RN;Emilia Romagna;160114;P;liquidi antigelo contenenti sostanze pericolose;290;l
2026;RO;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;12168;kg
2026;RO;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;45;l
2026;SA;Campania;160114;P;liquidi antigelo contenenti sostanze pericolose;8073;kg
2026;SA;Campania;160114;P;liquidi antigelo contenenti sostanze pericolose;790;l
2026;SI;Toscana;160114;P;liquidi antigelo contenenti sostanze pericolose;27628;kg
2026;SO;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;6084;kg
2026;SO;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;209;l
2026;SP;Liguria;160114;P;liquidi antigelo contenenti sostanze pericolose;15363;kg
2026;SP;Liguria;160114;P;liquidi antigelo contenenti sostanze pericolose;199;l
2026;SR;Sicilia;160114;P;liquidi antigelo contenenti sostanze pericolose;8129;kg
2026;SS;Sardegna;160114;P;liquidi antigelo contenenti sostanze pericolose;4232;kg
2026;SU;Sardegna;160114;P;liquidi antigelo contenenti sostanze pericolose;2153;kg
2026;SU;Sardegna;160114;P;liquidi antigelo contenenti sostanze pericolose;194;l
2026;SV;Liguria;160114;P;liquidi antigelo contenenti sostanze pericolose;12145;kg
2026;SV;Liguria;160114;P;liquidi antigelo contenenti sostanze pericolose;197;l
2026;TA;Puglia;160114;P;liquidi antigelo contenenti sostanze pericolose;8488;kg
2026;TA;Puglia;160114;P;liquidi antigelo contenenti sostanze pericolose;1280;l
2026;TE;Abruzzo;160114;P;liquidi antigelo contenenti sostanze pericolose;7713;kg
2026;TE;Abruzzo;160114;P;liquidi antigelo contenenti sostanze pericolose;15;l
2026;TN;Trentino Alto Adige;160114;P;liquidi antigelo contenenti sostanze pericolose;46447;kg
2026;TN;Trentino Alto Adige;160114;P;liquidi antigelo contenenti sostanze pericolose;425;l
2026;TO;Piemonte;160114;P;liquidi antigelo contenenti sostanze pericolose;295443;kg
2026;TO;Piemonte;160114;P;liquidi antigelo contenenti sostanze pericolose;2596;l
2026;TP;Sicilia;160114;P;liquidi antigelo contenenti sostanze pericolose;5071;kg
2026;TP;Sicilia;160114;P;liquidi antigelo contenenti sostanze pericolose;435;l
2026;TR;Umbria;160114;P;liquidi antigelo contenenti sostanze pericolose;10161;kg
2026;TR;Umbria;160114;P;liquidi antigelo contenenti sostanze pericolose;5;l
2026;TS;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;21491;kg
2026;TS;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;400;l
2026;TV;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;156460;kg
2026;TV;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;4328;l
2026;UD;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;192090;kg
2026;UD;Friuli Venezia Giulia;160114;P;liquidi antigelo contenenti sostanze pericolose;243;l
2026;VA;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;43017;kg
2026;VA;Lombardia;160114;P;liquidi antigelo contenenti sostanze pericolose;124;l
2026;VB;Piemonte;160114;P;liquidi antigelo contenenti sostanze pericolose;3390;kg
2026;VB;Piemonte;160114;P;liquidi antigelo contenenti sostanze pericolose;136;l
2026;VC;Piemonte;160114;P;liquidi antigelo contenenti sostanze pericolose;7115;kg
2026;VE;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;173427;kg
2026;VE;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;1325;l
2026;VI;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;131036;kg
2026;VI;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;456;l
2026;VR;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;83117;kg
2026;VR;Veneto;160114;P;liquidi antigelo contenenti sostanze pericolose;1015;l
2026;VT;Lazio;160114;P;liquidi antigelo contenenti sostanze pericolose;11421;kg
2026;VT;Lazio;160114;P;liquidi antigelo contenenti sostanze pericolose;100;l
2026;VV;Calabria;160114;P;liquidi antigelo contenenti sostanze pericolose;454;kg
2026;VV;Calabria;160114;P;liquidi antigelo contenenti sostanze pericolose;8;l
2026;AL;Piemonte;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;770;kg
2026;AN;Marche;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;144;l
2026;AQ;Abruzzo;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;4376;kg
2026;AQ;Abruzzo;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;42;l
2026;AV;Campania;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;12;l
2026;BG;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;190;kg
2026;BL;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;454;kg
2026;BO;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;116874;kg
2026;BO;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;294520;l
2026;BS;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;2640;kg
2026;BZ;Trentino Alto Adige;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;10;kg
2026;CA;Sardegna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;18;l
2026;CE;Campania;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;25;kg
2026;CH;Abruzzo;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;68;kg
2026;CN;Piemonte;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1222;kg
2026;CO;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;4232;kg
2026;CT;Sicilia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;677;kg
2026;EN;Sicilia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;3;kg
2026;FC;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;700;kg
2026;FG;Puglia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1000;kg
2026;FI;Toscana;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;203;kg
2026;FR;Lazio;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;166;kg
2026;GE;Liguria;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;360;kg
2026;IS;Molise;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;40;kg
2026;LC;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;4637;kg
2026;LT;Lazio;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;44;kg
2026;MB;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;285;kg
2026;MI;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;4376;kg
2026;MN;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;135;kg
2026;MO;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1670;kg
2026;NA;Campania;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1563;kg
2026;NO;Piemonte;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;320;kg
2026;OR;Sardegna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;35;kg
2026;PA;Sicilia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;10;l
2026;PC;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;629;kg
2026;PD;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;7920;kg
2026;PD;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;3;l
2026;PE;Abruzzo;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;450;kg
2026;PR;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;550;kg
2026;PU;Marche;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;429;kg
2026;PU;Marche;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;140;l
2026;PV;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;737;kg
2026;PZ;Basilicata;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;956;kg
2026;RA;Emilia Romagna;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;990;kg
2026;RC;Calabria;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;16;kg
2026;RM;Lazio;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;400;kg
2026;SA;Campania;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1666;kg
2026;TA;Puglia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;326;kg
2026;TE;Abruzzo;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;3040;kg
2026;TN;Trentino Alto Adige;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;2195;kg
2026;TO;Piemonte;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;750;kg
2026;TP;Sicilia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;242;kg
2026;TV;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;18824;kg
2026;TV;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;246;l
2026;UD;Friuli Venezia Giulia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;847;kg
2026;VA;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;4280;kg
2026;VA;Lombardia;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;8;l
2026;VB;Piemonte;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;1400;kg
2026;VE;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;543;kg
2026;VI;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;8957;kg
2026;VR;Veneto;160115;NP;liquidi antigelo diversi da quelli di cui alla voce 16 01 14;103;kg
2026;AG;Sicilia;160116;NP;serbatoi per gas liquefatto;0;kg
2026;AL;Piemonte;160116;NP;serbatoi per gas liquefatto;2460;kg
2026;AQ;Abruzzo;160116;NP;serbatoi per gas liquefatto;2665;kg
2026;AR;Toscana;160116;NP;serbatoi per gas liquefatto;3276;kg
2026;AV;Campania;160116;NP;serbatoi per gas liquefatto;9372;kg
2026;BA;Puglia;160116;NP;serbatoi per gas liquefatto;4780;kg
2026;BG;Lombardia;160116;NP;serbatoi per gas liquefatto;320;kg
2026;BI;Piemonte;160116;NP;serbatoi per gas liquefatto;110;kg
2026;BO;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;20141;kg
2026;BR;Puglia;160116;NP;serbatoi per gas liquefatto;2365;kg
2026;BS;Lombardia;160116;NP;serbatoi per gas liquefatto;58765;kg
2026;CA;Sardegna;160116;NP;serbatoi per gas liquefatto;13874;kg
2026;CE;Campania;160116;NP;serbatoi per gas liquefatto;12642;kg
2026;CH;Abruzzo;160116;NP;serbatoi per gas liquefatto;1385;kg
2026;CN;Piemonte;160116;NP;serbatoi per gas liquefatto;9306;kg
2026;CT;Sicilia;160116;NP;serbatoi per gas liquefatto;147;kg
2026;CZ;Calabria;160116;NP;serbatoi per gas liquefatto;207;kg
2026;FC;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;5743;kg
2026;FE;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;7382;kg
2026;FG;Puglia;160116;NP;serbatoi per gas liquefatto;5359;kg
2026;FI;Toscana;160116;NP;serbatoi per gas liquefatto;1305;kg
2026;FR;Lazio;160116;NP;serbatoi per gas liquefatto;3893;kg
2026;GR;Toscana;160116;NP;serbatoi per gas liquefatto;3558;kg
2026;IM;Liguria;160116;NP;serbatoi per gas liquefatto;230;kg
2026;LE;Puglia;160116;NP;serbatoi per gas liquefatto;17115;kg
2026;LI;Toscana;160116;NP;serbatoi per gas liquefatto;9695;kg
2026;LO;Lombardia;160116;NP;serbatoi per gas liquefatto;3080;kg
2026;LT;Lazio;160116;NP;serbatoi per gas liquefatto;12986;kg
2026;MB;Lombardia;160116;NP;serbatoi per gas liquefatto;10065;kg
2026;MC;Marche;160116;NP;serbatoi per gas liquefatto;2661;kg
2026;MI;Lombardia;160116;NP;serbatoi per gas liquefatto;35765;kg
2026;MN;Lombardia;160116;NP;serbatoi per gas liquefatto;3175;kg
2026;MO;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;13228;kg
2026;NA;Campania;160116;NP;serbatoi per gas liquefatto;14850;kg
2026;NO;Piemonte;160116;NP;serbatoi per gas liquefatto;870;kg
2026;NU;Sardegna;160116;NP;serbatoi per gas liquefatto;61;kg
2026;PA;Sicilia;160116;NP;serbatoi per gas liquefatto;227;kg
2026;PD;Veneto;160116;NP;serbatoi per gas liquefatto;792;kg
2026;PG;Umbria;160116;NP;serbatoi per gas liquefatto;810;kg
2026;PN;Friuli Venezia Giulia;160116;NP;serbatoi per gas liquefatto;36;kg
2026;PR;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;6088;kg
2026;PV;Lombardia;160116;NP;serbatoi per gas liquefatto;2840;kg
2026;RA;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;7251;kg
2026;RC;Calabria;160116;NP;serbatoi per gas liquefatto;75;kg
2026;RE;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;7580;kg
2026;RI;Lazio;160116;NP;serbatoi per gas liquefatto;1047;kg
2026;RM;Lazio;160116;NP;serbatoi per gas liquefatto;73063;kg
2026;RN;Emilia Romagna;160116;NP;serbatoi per gas liquefatto;19538;kg
2026;RO;Veneto;160116;NP;serbatoi per gas liquefatto;495;kg
2026;SA;Campania;160116;NP;serbatoi per gas liquefatto;5707;kg
2026;SI;Toscana;160116;NP;serbatoi per gas liquefatto;8096;kg
2026;SO;Lombardia;160116;NP;serbatoi per gas liquefatto;200;kg
2026;SP;Liguria;160116;NP;serbatoi per gas liquefatto;4583;kg
2026;SR;Sicilia;160116;NP;serbatoi per gas liquefatto;780;kg
2026;SS;Sardegna;160116;NP;serbatoi per gas liquefatto;2791;kg
2026;SU;Sardegna;160116;NP;serbatoi per gas liquefatto;950;kg
2026;SV;Liguria;160116;NP;serbatoi per gas liquefatto;266;kg
2026;TA;Puglia;160116;NP;serbatoi per gas liquefatto;2570;kg
2026;TN;Trentino Alto Adige;160116;NP;serbatoi per gas liquefatto;630;kg
2026;TO;Piemonte;160116;NP;serbatoi per gas liquefatto;23621;kg
2026;TV;Veneto;160116;NP;serbatoi per gas liquefatto;15973;kg
2026;UD;Friuli Venezia Giulia;160116;NP;serbatoi per gas liquefatto;2650;kg
2026;VA;Lombardia;160116;NP;serbatoi per gas liquefatto;16670;kg
2026;VB;Piemonte;160116;NP;serbatoi per gas liquefatto;405;kg
2026;VC;Piemonte;160116;NP;serbatoi per gas liquefatto;508;kg
2026;VE;Veneto;160116;NP;serbatoi per gas liquefatto;20;kg
2026;VI;Veneto;160116;NP;serbatoi per gas liquefatto;13822;kg
2026;VR;Veneto;160116;NP;serbatoi per gas liquefatto;2088;kg
2026;VT;Lazio;160116;NP;serbatoi per gas liquefatto;8530;kg
2026;AG;Sicilia;160117;NP;metalli ferrosi;1236915;kg
2026;AL;Piemonte;160117;NP;metalli ferrosi;889344;kg
2026;AN;Marche;160117;NP;metalli ferrosi;811151;kg
2026;AO;Valle d`Aosta;160117;NP;metalli ferrosi;283255;kg
2026;AP;Marche;160117;NP;metalli ferrosi;491435;kg
2026;AQ;Abruzzo;160117;NP;metalli ferrosi;536890;kg
2026;AQ;Abruzzo;160117;NP;metalli ferrosi;500;l
2026;AR;Toscana;160117;NP;metalli ferrosi;1036505;kg
2026;AT;Piemonte;160117;NP;metalli ferrosi;184397;kg
2026;AV;Campania;160117;NP;metalli ferrosi;3390571;kg
2026;BA;Puglia;160117;NP;metalli ferrosi;4422126;kg
2026;BA;Puglia;160117;NP;metalli ferrosi;20850;l
2026;BG;Lombardia;160117;NP;metalli ferrosi;2573802;kg
2026;BI;Piemonte;160117;NP;metalli ferrosi;542952;kg
2026;BL;Veneto;160117;NP;metalli ferrosi;317421;kg
2026;BN;Campania;160117;NP;metalli ferrosi;773447;kg
2026;BO;Emilia Romagna;160117;NP;metalli ferrosi;1830483;kg
2026;BO;Emilia Romagna;160117;NP;metalli ferrosi;5000;l
2026;BR;Puglia;160117;NP;metalli ferrosi;1121517;kg
2026;BS;Lombardia;160117;NP;metalli ferrosi;5485732;kg
2026;BT;Puglia;160117;NP;metalli ferrosi;1654377;kg
2026;BT;Puglia;160117;NP;metalli ferrosi;2150;l
2026;BZ;Trentino Alto Adige;160117;NP;metalli ferrosi;546732;kg
2026;CA;Sardegna;160117;NP;metalli ferrosi;1618016;kg
2026;CB;Molise;160117;NP;metalli ferrosi;661267;kg
2026;CE;Campania;160117;NP;metalli ferrosi;3884855;kg
2026;CH;Abruzzo;160117;NP;metalli ferrosi;2690449;kg
2026;CI;Sardegna;160117;NP;metalli ferrosi;60585;kg
2026;CL;Sicilia;160117;NP;metalli ferrosi;685673;kg
2026;CN;Piemonte;160117;NP;metalli ferrosi;3980675;kg
2026;CO;Lombardia;160117;NP;metalli ferrosi;540602;kg
2026;CR;Lombardia;160117;NP;metalli ferrosi;958616;kg
2026;CS;Calabria;160117;NP;metalli ferrosi;780619;kg
2026;CS;Calabria;160117;NP;metalli ferrosi;3300;l
2026;CT;Sicilia;160117;NP;metalli ferrosi;2069551;kg
2026;CZ;Calabria;160117;NP;metalli ferrosi;880173;kg
2026;CZ;Calabria;160117;NP;metalli ferrosi;49900;l
2026;EN;Sicilia;160117;NP;metalli ferrosi;212113;kg
2026;FC;Emilia Romagna;160117;NP;metalli ferrosi;2875354;kg
2026;FC;Emilia Romagna;160117;NP;metalli ferrosi;18600;l
2026;FE;Emilia Romagna;160117;NP;metalli ferrosi;769578;kg
2026;FG;Puglia;160117;NP;metalli ferrosi;2843421;kg
2026;FG;Puglia;160117;NP;metalli ferrosi;300;l
2026;FI;Toscana;160117;NP;metalli ferrosi;1530377;kg
2026;FI;Toscana;160117;NP;metalli ferrosi;550;l
2026;FM;Marche;160117;NP;metalli ferrosi;1170294;kg
2026;FR;Lazio;160117;NP;metalli ferrosi;2579524;kg
2026;GE;Liguria;160117;NP;metalli ferrosi;763128;kg
2026;GE;Liguria;160117;NP;metalli ferrosi;225180;l
2026;GO;Friuli Venezia Giulia;160117;NP;metalli ferrosi;367696;kg
2026;GR;Toscana;160117;NP;metalli ferrosi;272653;kg
2026;IM;Liguria;160117;NP;metalli ferrosi;226337;kg
2026;IM;Liguria;160117;NP;metalli ferrosi;100;l
2026;IS;Molise;160117;NP;metalli ferrosi;22301;kg
2026;KR;Calabria;160117;NP;metalli ferrosi;1391911;kg
2026;LC;Lombardia;160117;NP;metalli ferrosi;349954;kg
2026;LE;Puglia;160117;NP;metalli ferrosi;3919474;kg
2026;LE;Puglia;160117;NP;metalli ferrosi;600;l
2026;LI;Toscana;160117;NP;metalli ferrosi;582236;kg
2026;LO;Lombardia;160117;NP;metalli ferrosi;188586;kg
2026;LT;Lazio;160117;NP;metalli ferrosi;1669563;kg
2026;LU;Toscana;160117;NP;metalli ferrosi;690052;kg
2026;MB;Lombardia;160117;NP;metalli ferrosi;1567709;kg
2026;MC;Marche;160117;NP;metalli ferrosi;756138;kg
2026;ME;Sicilia;160117;NP;metalli ferrosi;743975;kg
2026;MI;Lombardia;160117;NP;metalli ferrosi;5428235;kg
2026;MN;Lombardia;160117;NP;metalli ferrosi;1654305;kg
2026;MO;Emilia Romagna;160117;NP;metalli ferrosi;1609758;kg
2026;MO;Emilia Romagna;160117;NP;metalli ferrosi;25000;l
2026;MS;Toscana;160117;NP;metalli ferrosi;173539;kg
2026;MT;Basilicata;160117;NP;metalli ferrosi;356393;kg
2026;NA;Campania;160117;NP;metalli ferrosi;9301272;kg
2026;NO;Piemonte;160117;NP;metalli ferrosi;869147;kg
2026;NO;Piemonte;160117;NP;metalli ferrosi;240;l
2026;NU;Sardegna;160117;NP;metalli ferrosi;168367;kg
2026;NU;Sardegna;160117;NP;metalli ferrosi;700;l
2026;OG;Sardegna;160117;NP;metalli ferrosi;2650;kg
2026;OR;Sardegna;160117;NP;metalli ferrosi;191692;kg
2026;OT;Sardegna;160117;NP;metalli ferrosi;826;kg
2026;PA;Sicilia;160117;NP;metalli ferrosi;2514706;kg
2026;PC;Emilia Romagna;160117;NP;metalli ferrosi;817263;kg
2026;PD;Veneto;160117;NP;metalli ferrosi;2385540;kg
2026;PD;Veneto;160117;NP;metalli ferrosi;24000;l
2026;PE;Abruzzo;160117;NP;metalli ferrosi;315189;kg
2026;PG;Umbria;160117;NP;metalli ferrosi;2988653;kg
2026;PI;Toscana;160117;NP;metalli ferrosi;569393;kg
2026;PN;Friuli Venezia Giulia;160117;NP;metalli ferrosi;861535;kg
2026;PO;Toscana;160117;NP;metalli ferrosi;156857;kg
2026;PR;Emilia Romagna;160117;NP;metalli ferrosi;2151185;kg
2026;PT;Toscana;160117;NP;metalli ferrosi;561076;kg
2026;PU;Marche;160117;NP;metalli ferrosi;775202;kg
2026;PU;Marche;160117;NP;metalli ferrosi;8904;l
2026;PV;Lombardia;160117;NP;metalli ferrosi;1312616;kg
2026;PZ;Basilicata;160117;NP;metalli ferrosi;1045923;kg
2026;RA;Emilia Romagna;160117;NP;metalli ferrosi;940192;kg
2026;RA;Emilia Romagna;160117;NP;metalli ferrosi;6800;l
2026;RC;Calabria;160117;NP;metalli ferrosi;1579236;kg
2026;RC;Calabria;160117;NP;metalli ferrosi;2940;l
2026;RE;Emilia Romagna;160117;NP;metalli ferrosi;986195;kg
2026;RE;Emilia Romagna;160117;NP;metalli ferrosi;2000;l
2026;RG;Sicilia;160117;NP;metalli ferrosi;773643;kg
2026;RI;Lazio;160117;NP;metalli ferrosi;266742;kg
2026;RM;Lazio;160117;NP;metalli ferrosi;6458261;kg
2026;RM;Lazio;160117;NP;metalli ferrosi;71409;l
2026;RN;Emilia Romagna;160117;NP;metalli ferrosi;671539;kg
2026;RN;Emilia Romagna;160117;NP;metalli ferrosi;10000;l
2026;RO;Veneto;160117;NP;metalli ferrosi;294070;kg
2026;SA;Campania;160117;NP;metalli ferrosi;4508679;kg
2026;SA;Campania;160117;NP;metalli ferrosi;30;l
2026;SI;Toscana;160117;NP;metalli ferrosi;591672;kg
2026;SO;Lombardia;160117;NP;metalli ferrosi;510469;kg
2026;SP;Liguria;160117;NP;metalli ferrosi;153036;kg
2026;SR;Sicilia;160117;NP;metalli ferrosi;1670527;kg
2026;SS;Sardegna;160117;NP;metalli ferrosi;882067;kg
2026;SU;Sardegna;160117;NP;metalli ferrosi;211853;kg
2026;SV;Liguria;160117;NP;metalli ferrosi;7182067;kg
2026;SV;Liguria;160117;NP;metalli ferrosi;756;l
2026;TA;Puglia;160117;NP;metalli ferrosi;1343156;kg
2026;TE;Abruzzo;160117;NP;metalli ferrosi;641029;kg
2026;TN;Trentino Alto Adige;160117;NP;metalli ferrosi;1321493;kg
2026;TN;Trentino Alto Adige;160117;NP;metalli ferrosi;61220;l
2026;TO;Piemonte;160117;NP;metalli ferrosi;10386245;kg
2026;TP;Sicilia;160117;NP;metalli ferrosi;973426;kg
2026;TR;Umbria;160117;NP;metalli ferrosi;460527;kg
2026;TS;Friuli Venezia Giulia;160117;NP;metalli ferrosi;290383;kg
2026;TV;Veneto;160117;NP;metalli ferrosi;3284145;kg
2026;TV;Veneto;160117;NP;metalli ferrosi;2285;l
2026;UD;Friuli Venezia Giulia;160117;NP;metalli ferrosi;1323211;kg
2026;UD;Friuli Venezia Giulia;160117;NP;metalli ferrosi;42000;l
2026;VA;Lombardia;160117;NP;metalli ferrosi;1105202;kg
2026;VB;Piemonte;160117;NP;metalli ferrosi;183337;kg
2026;VC;Piemonte;160117;NP;metalli ferrosi;440583;kg
2026;VE;Veneto;160117;NP;metalli ferrosi;1478841;kg
2026;VE;Veneto;160117;NP;metalli ferrosi;248000;l
2026;VI;Veneto;160117;NP;metalli ferrosi;3760206;kg
2026;VI;Veneto;160117;NP;metalli ferrosi;37500;l
2026;VR;Veneto;160117;NP;metalli ferrosi;1845322;kg
2026;VR;Veneto;160117;NP;metalli ferrosi;106000;l
